id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-211639209-U,Sweeps collection device for milling machine ,长沙市利仁机械设备有限公司,王�琦,07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211639209U/en,
CN-211647961-U,Gardens are with pruning cat ladder device convenient to carry ,会宁正信苗木种植农民专业合作社,"王萍, 李晓珍",07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211647961U/en,
CN-212021685-U,Forging device for additive manufacturing ,南方科技大学,"温林举, 胡小刚, 朱强, 李忠, 黄谆",07/01/2020,07/01/2020,27/11/2020,27/11/2020,https://patents.google.com/patent/CN212021685U/en,
CN-210925815-U,Backlight type membrane switch ,东莞市源嘉鑫薄膜开关有限公司,"陆志雄, 马喻瀚",07/01/2020,07/01/2020,03/07/2020,03/07/2020,https://patents.google.com/patent/CN210925815U/en,
CN-211233251-U,Ventilation device for building ,宋作才,宋作才,07/01/2020,07/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211233251U/en,
CN-212107932-U,Polarizing material evidence investigation lamp ,泉州圣源警用侦察设备有限公司,"庄碧丹, 周前果, 张杰钦",07/01/2020,07/01/2020,08/12/2020,08/12/2020,https://patents.google.com/patent/CN212107932U/en,
CN-211360262-U,High-speed punch press is used in air conditioner production convenient to fixed work piece ,武汉市朴田电器有限公司,"毛小华, 汤向东, 周才军",07/01/2020,07/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211360262U/en,
CN-211537607-U,Agitating unit for refuse treatment ,南安市昊天工业设计有限公司,"陈章湖, 陈志胜",07/01/2020,07/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211537607U/en,
CN-211781314-U,Self-starting range hood ,广东超人节能厨卫电器有限公司,"罗子健, 罗先明, 许运凌, 莫康赞",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211781314U/en,
CN-211695176-U,Novel shock-absorbing structure of air conditioner ,深圳市深旭机电工程设备有限公司,陈小恒,07/01/2020,07/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211695176U/en,
CN-211342822-U,Inclined drill rod trolley ,太原市富利恒自动化科技有限公司,"张常青, 靳现增, 范帧宝, 赵鑫, 李林, 牛亚鹏",07/01/2020,07/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211342822U/en,
CN-212235691-U,Building fire prevention fire control separation net ,兰州新科明电气设备有限公司,"王亚西, 石杰",07/01/2020,07/01/2020,29/12/2020,29/12/2020,https://patents.google.com/patent/CN212235691U/en,
CN-211776362-U,Dust screen is used in highway engineering construction ,"北京新桥技术发展有限公司, 广东省南粤交通河惠莞高速公路管理中心, 交通运输部公路科学研究所","于海涛, 柴明明, 陈亚运, 彭志强",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211776362U/en,
CN-211462030-U,Skates with built-in heating assembly ,长春百凝盾体育用品器材有限公司,王阳,07/01/2020,07/01/2020,11/09/2020,11/09/2020,https://patents.google.com/patent/CN211462030U/en,
CN-212015864-U,Rotator cuff saccule ,上海竞捷医疗科技有限公司,"岳斌, 刘琛",07/01/2020,07/01/2020,27/11/2020,27/11/2020,https://patents.google.com/patent/CN212015864U/en,
CN-111274871-B,Forest fire damage degree extraction method based on light and small unmanned aerial vehicle ,西南林业大学,"叶江霞, 刘乾飞, 吴明山, 张明莎, 王敬文",07/01/2020,07/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN111274871B/en,
CN-211634789-U,Mouth and nose humidifying mask for nursing ,中国医科大学附属第一医院,赵洋,07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211634789U/en,
CN-211656724-U,Heat dissipation mechanism of air conditioner between closed computer lab row of rack hot aisle ,深圳市深旭机电工程设备有限公司,陈小恒,07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211656724U/en,
CN-211763732-U,Blank making device for single coil incense coil ,中山榄菊日化实业有限公司,"骆建华, 唐丽萍, 兰胜楷, 吴鹰花, 廖国栋, 刘文龙",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211763732U/en,
CN-211589529-U,Novel metal plate deburring device ,惠州市为华科技有限公司,"钟启华, 苏建洪, 辜良清",07/01/2020,07/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211589529U/en,
CN-211581098-U,Multifunctional pet mat ,温州佐臣汽车用品有限公司,陈式朋,07/01/2020,07/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211581098U/en,
CN-211621628-U,Bamboo pile slope protection structure ,南京林业大学,"苏毅, 卢伟, 李中义, 郭鹏, 张冲, 孙珺",07/01/2020,07/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211621628U/en,
CN-211573273-U,Baking varnish timber with flame retardant efficiency ,南昌院望实业有限公司,张春明,07/01/2020,07/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211573273U/en,
CN-211546574-U,Cell culture case of convenient observation ,上海博威生物医药有限公司,"王少雄, 孔建涛",07/01/2020,07/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211546574U/en,
CN-210921019-U,Exposed perforated waterproof lamp string ,东莞市启美自动化设备有限公司,陈相奎,07/01/2020,07/01/2020,03/07/2020,03/07/2020,https://patents.google.com/patent/CN210921019U/en,
CN-211752619-U,Crystallizer with temperature adjusting function ,浙江华康药业股份有限公司,"钟凯, 周欢, 王信魁, 安延龙, 戴震华",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211752619U/en,
CN-212153273-U,Ecological bank protection of hydraulic engineering ,安徽伟诚建设工程有限公司,潘玉苹,07/01/2020,07/01/2020,15/12/2020,15/12/2020,https://patents.google.com/patent/CN212153273U/en,
CN-211631648-U,Fish ball cooking equipment ,晋江市双骏食品工贸有限公司,陈培文,07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211631648U/en,
CN-211727168-U,Multi-die punching equipment ,广州丰桥智能装备有限公司,"张佳晨, 张扬, 冯子聪",07/01/2020,07/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211727168U/en,
CN-211922693-U,Side slope building structure ,钱博洋,钱博洋,07/01/2020,07/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211922693U/en,
CN-210868065-U,Dustproof device of campus broadcasting equipment ,合肥申祥灵聘科技有限公司,唐六一,07/01/2020,07/01/2020,26/06/2020,26/06/2020,https://patents.google.com/patent/CN210868065U/en,
CN-211955431-U,Kit for food detection ,广西北部湾珠乡橄榄食品有限公司,"郝明明, 马媛, 辛禄德, 韩丽, 张莉, 李蓓, 魏立慧, 王继国",07/01/2020,07/01/2020,17/11/2020,17/11/2020,https://patents.google.com/patent/CN211955431U/en,
CN-212171463-U,X-ray film packaging bag production equipment ,温州市沃普洛科技有限公司,陈文忠,07/01/2020,07/01/2020,18/12/2020,18/12/2020,https://patents.google.com/patent/CN212171463U/en,
CN-211345486-U,Gas infrared radiation heating system ,山东省科学院能源研究所,"耿文广, 王鲁元, 员冬玲, 孙荣峰, 赵改菊",07/01/2020,07/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211345486U/en,
CN-211964392-U,Dustproof rotor structure of crusher and crusher ,中煤科工清洁能源股份有限公司,"王勇, 何国锋, 魏毅龙, 赵力明",07/01/2020,07/01/2020,20/11/2020,20/11/2020,https://patents.google.com/patent/CN211964392U/en,
CN-211532114-U,Be used for winter protection of tree peony to prevent frostbite and use safety cover ,甘肃盛世牡丹生物科技有限公司,"许爱霞, 桑碧胜, 张文龙, 张楷晟, 何亮亮",07/01/2020,07/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211532114U/en,
CN-211592922-U,Unmanned aerial vehicle is with frame shock-absorbing structure that plays ,广东海纳工程管理咨询有限公司,"谢千津, 刘继锋, 陈玮, 赖远新, 黎家怡",07/01/2020,07/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211592922U/en,
CN-211553760-U,Nitrogen oxide and ozone integrated analyzer ,北京雪迪龙科技股份有限公司,"敖小强, 师耀龙, 潘本锋, 姜加龙, 张保杰",06/01/2020,06/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211553760U/en,
CN-211533165-U,Building engineering cost budget rehearsal device ,孙亚鹏,"孙亚鹏, 李龙超, 王忠辉",06/01/2020,06/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211533165U/en,
CN-211364465-U,Rotatable vehicle-mounted loudspeaker ,台郁电子(深圳)有限公司,李明,06/01/2020,06/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211364465U/en,
CN-212103479-U,Fragrance-retaining packaging paper beneficial to plant aging ,广州市大胡子包装材料有限公司,"陈毕峰, 陈慷磊",06/01/2020,06/01/2020,08/12/2020,08/12/2020,https://patents.google.com/patent/CN212103479U/en,
CN-211759601-U,Automatic riveting press for temperature controller screw baffle ,绍兴中新电器有限公司,"秦欢欢, 李校林, 王天荣, 张枫",06/01/2020,06/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211759601U/en,
CN-211248905-U,Weldment cooling device for vacuum welding processing ,上海商科焊接设备有限公司,俞晓周,06/01/2020,06/01/2020,14/08/2020,14/08/2020,https://patents.google.com/patent/CN211248905U/en,
CN-211691587-U,Wall skin shoveling device for interior decoration ,张小玲,张小玲,06/01/2020,06/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211691587U/en,
CN-212207523-U,Automatic aging testing device and testing jig ,深圳市臻上科技发展有限公司,"吴襄平, 郑锦清, 陈俊升, 宁远福",06/01/2020,06/01/2020,22/12/2020,22/12/2020,https://patents.google.com/patent/CN212207523U/en,
CN-211597271-U,Sound-insulation curtain wall with honeycomb type noise reduction structure ,泰州市伟成装饰装潢有限公司,丁芳平,06/01/2020,06/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211597271U/en,
CN-211677545-U,Portable soil pollution is prosthetic devices on spot ,唐山市群志生态科技有限公司,"常颖杰, 崔立军, 刘阳, 张菁皓, 李建英, 贾旭飞, 吴庆林, 冯自军, 段家贵, 唐建",06/01/2020,06/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211677545U/en,
CN-211563502-U,Landscape fountain device ,电子科技大学中山学院,"苏雷, 李鹰, 周丽旋",06/01/2020,06/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211563502U/en,
CN-211424476-U,Take cooking utensils of thermoelectric generation module ,浙江帅康电气股份有限公司,"徐新建, 郭建泉, 李向阳",06/01/2020,06/01/2020,04/09/2020,04/09/2020,https://patents.google.com/patent/CN211424476U/en,
CN-211645919-U,Adopt combination box girder construction that bamboo muscle is connected ,南京林业大学,"薛锦春, 端茂军, 宋粲, 李国芬, 魏洋",06/01/2020,06/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211645919U/en,
CN-211208966-U,Gas insulation switch cabinet ,江苏胜广捷电气有限公司,黄礼平,06/01/2020,06/01/2020,07/08/2020,07/08/2020,https://patents.google.com/patent/CN211208966U/en,
CN-211435740-U,Flue gas desulfurization purifier ,解秀祥,解秀祥,06/01/2020,06/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211435740U/en,
CN-212267739-U,Handlebar sleeve easy to install and handlebar sleeve installation tool for installing handlebar sleeve ,昆山吉纳尔运动器材有限公司,马传江,06/01/2020,06/01/2020,01/01/2021,01/01/2021,https://patents.google.com/patent/CN212267739U/en,
CN-211428651-U,Integrated electric device of 10KV plug-in cable plug ,浙江洛克电力科技有限公司,刘陈文,06/01/2020,06/01/2020,04/09/2020,04/09/2020,https://patents.google.com/patent/CN211428651U/en,
CN-211648136-U,Multipole array acoustic logging instrument ,西安思坦仪器股份有限公司,"申少军, 李晓东, 杨国强, 刘国栋",06/01/2020,06/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211648136U/en,
CN-211258224-U,Prevent tong overhead door ,宁波霍莱恩格智能科技有限公司,黄姚,06/01/2020,06/01/2020,14/08/2020,14/08/2020,https://patents.google.com/patent/CN211258224U/en,
CN-211725140-U,Dust filtration equipment for marble processing ,古凤梅,古凤梅,06/01/2020,06/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211725140U/en,
CN-211690240-U,Bottom flow energy dissipation structure for small-opening discharge of gate dam ,中国电建集团贵阳勘测设计研究院有限公司,"曹畑, 陈海坤, 陆兰, 张高, 李刚, 刘曜, 祁伟强, 高传彬, 陈娟, 王海燕, 杨鹏, 王志鹏, 罗佩玉, 张利华",06/01/2020,06/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211690240U/en,
CN-210979418-U,L ED lamp area with radiating effect ,深圳市金诺耐光电科技有限公司,陈金运,06/01/2020,06/01/2020,10/07/2020,10/07/2020,https://patents.google.com/patent/CN210979418U/en,
CN-111157434-B,Method for detecting luciferase-labeled cells using flow cytometry ,四川大学华西医院,"王方芳, 黄菁草, 杨艳, 范庆超",06/01/2020,06/01/2020,01/01/2021,01/01/2021,https://patents.google.com/patent/CN111157434B/en,
CN-212008317-U,Smoke concentration detection device based on TDLAS technology and image analysis ,中国计量大学,"杨佳晨, 夏凤毅, 范昊鹏, 包军宇",06/01/2020,06/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN212008317U/en,
CN-211924607-U,Hydraulic protection device with redundancy for electro-hydraulic servo control system ,"北京瑞赛长城航空测控技术有限公司, 中国航空工业集团公司北京长城航空测控技术研究所, 中航高科智能测控有限公司","迟迪, 王兵, 吴礼明, 鲍兴涛, 许斌, 王彪",06/01/2020,06/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211924607U/en,
CN-211240228-U,Intelligent box of wisdom street lamp ,湖南天宇智能科技有限公司,卓培红,06/01/2020,06/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211240228U/en,
CN-212175483-U,Combined bridge deck structure adopting grid type bamboo boards to connect bamboo and UHPC ,南京林业大学,"宋粲, 端茂军, 薛锦春, 李国芬, 魏洋",06/01/2020,06/01/2020,18/12/2020,18/12/2020,https://patents.google.com/patent/CN212175483U/en,
CN-212437376-U,Multifunctional arm protector ,鼎电智能科技(江苏)有限公司,姚琴,06/01/2020,06/01/2020,02/02/2021,02/02/2021,https://patents.google.com/patent/CN212437376U/en,
CN-211622168-U,Decoration curtain wall with adjusting mechanism for decoration ,浙江铭隆装饰设计工程有限公司,汪雨涵,06/01/2020,06/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211622168U/en,
CN-212028548-U,Valve clack and antiscour stop valve ,武汉汉德阀门股份有限公司,高永辉,06/01/2020,06/01/2020,27/11/2020,27/11/2020,https://patents.google.com/patent/CN212028548U/en,
CN-211622884-U,Fence for garden building ,李欢欢,李欢欢,06/01/2020,06/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211622884U/en,
CN-211018142-U,Wire passing box protective cover for automobile wire harness ,青岛航坤电器有限公司,姚志强,06/01/2020,06/01/2020,14/07/2020,14/07/2020,https://patents.google.com/patent/CN211018142U/en,
CN-212066933-U,Pet baoding bag ,河北农业大学,"刘爱菊, 田树军, 常丽云",06/01/2020,06/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212066933U/en,
CN-211671839-U,Waste collection device for plant ,吴超桂,吴超桂,06/01/2020,06/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211671839U/en,
